"batter" "launch_angle" "launch_speed" "events" "estimated_ba_using_speedangle" "estimated_woba_using_speedangle"
"511" 571980 6 65.6 "field_out" 0.177 0.161
"512" 543257 13 101.8 "single" 0.894 0.899
"513" 545358 -52 69.8 "field_out" 0.217 0.2
"514" 593428 58 79.8 "field_out" 0.046 0.048
"515" 641914 -7 100.8 "field_out" 0.286 0.276
"516" 665489 -11 53.6 "field_out" 0.109 0.111
"517" 544369 10 93.6 "double" 0.686 0.63
"518" 677551 27 92.9 "field_out" 0.149 0.201
"519" 683734 17 104.6 "field_out" 0.517 0.603
"520" 606466 -2 107 "single" 0.463 0.44
"521" 493329 -4 97.9 "field_out" 0.317 0.308
"522" 669221 25 114 "home_run" 0.989 2.001
"523" 592206 -28 90.8 "field_error" 0.077 0.072
"524" 605612 7 72.2 "field_out" 0.191 0.172
"525" 518692 13 61.1 "field_out" 0.26 0.234
"526" 682928 -14 80.6 "field_out" 0.091 0.082
"527" 605137 73 80.3 "field_out" 0.009 0.008
"528" 656775 29 107 "home_run" 0.94 1.953
"529" 663993 -1 77.9 "single" 0.137 0.123
"530" 666182 -31 62.5 "field_out" 0.051 0.049
"531" 608070 56 92.1 "field_out" 0.003 0.003
"532" 443558 16 96 "field_out" 0.677 0.711
"533" 572863 23 104.6 "double" 0.803 1.382
"534" 663647 27 97.6 "field_out" 0.42 0.698
"535" 646240 -5 93.2 "field_out" 0.217 0.195
"536" 660271 -21 86.2 "force_out" 0.1 0.099
"537" 622666 22 88.4 "field_out" 0.303 0.307
"538" 664040 32 84.3 "field_out" 0.037 0.048
"539" 542364 -19 34.4 "sac_bunt" 0.246 0.248
"540" 663586 -6 96.2 "force_out" 0.237 0.213
"541" 662139 29 33.7 "field_out" 0.177 0.159
"542" 608385 56 82.8 "field_out" 0.037 0.045
"543" 643217 49 96.1 "field_out" 0.003 0.006
"544" 656582 21 101 "triple" 0.454 0.604
"545" 502671 6 107.7 "field_out" 0.634 0.59
"546" 663586 57 73 "field_out" 0.066 0.068
"547" 571657 22 102 "field_out" 0.571 0.8
"548" 476704 8 102.1 "single" 0.689 0.632
"549" 457705 -4 88.9 "field_out" 0.191 0.183
"550" 664034 21 70.7 "single" 0.914 0.865
"551" 621566 11 110.3 "single" 0.891 0.927
"552" 593160 -16 94 "field_out" 0.177 0.172
"553" 642731 -29 85 "field_out" 0.043 0.039
"554" 608671 72 63.3 "field_out" 0.006 0.007
"555" 592450 31 98.7 "field_out" 0.4 0.762
"556" 624585 4 83.3 "field_out" 0.283 0.255
"557" 642180 -20 48.1 "single" 0.154 0.164
"558" 657061 14 79.1 "single" 0.617 0.555
"559" 606132 -61 62.2 "field_out" 0.277 0.274
"560" 621532 -4 96.7 "field_out" 0.3 0.282
"561" 502054 0 103.5 "single" 0.469 0.441
"562" 660634 -16 93.8 "field_out" 0.177 0.172
"563" 641820 6 95.6 "single" 0.549 0.532
"564" 543305 -53 28.2 "sac_bunt" 0.246 0.228
"565" 642727 -22 78.7 "field_out" 0.026 0.023
"566" 543877 10 80.9 "field_out" 0.443 0.399
"567" 624428 -67 70.2 "field_out" 0.249 0.224
"568" 663538 16 88 "single" 0.926 0.877
"569" 670032 11 86.5 "single" 0.577 0.519
"570" 547180 -5 102.4 "grounded_into_double_play" 0.294 0.265
"571" 462101 41 91.9 "field_out" 0.009 0.008
"572" 608324 47 95.3 "field_out" 0.003 0.003
"573" 605170 -3 85.5 "field_out" 0.171 0.154
"574" 570482 20 93.6 "field_out" 0.266 0.279
"575" 595777 38 101.1 "home_run" 0.297 0.618
"576" 605548 -27 85.9 "field_out" 0.049 0.044
"577" 680757 25 86.9 "field_out" 0.12 0.112
"578" 665742 -57 49.9 "field_out" 0.209 0.188
"579" 595284 17 104.4 "double" 0.509 0.606
"580" 608369 10 76.9 "field_out" 0.323 0.291
"581" 571980 -12 88.9 "field_out" 0.137 0.128
"582" 605131 59 85.3 "field_out" 0.023 0.024
"583" 527038 -5 93.6 "field_out" 0.257 0.254
"584" 624431 12 97.3 "double" 0.894 0.861
"585" 666185 32 88.3 "field_out" 0.029 0.029
"586" 645277 26 94.9 "field_out" 0.191 0.246
"587" 624431 8 106.5 "single" 0.689 0.664
"588" 593160 44 98 "field_out" 0.02 0.022
"589" 602074 59 84.2 "field_out" 0.026 0.027
"590" 643396 -51 67.9 "field_out" 0.214 0.195
"591" 444489 28 104.1 "field_out" 0.814 1.639
"592" 676701 8 85.5 "field_out" 0.449 0.421
"593" 621550 7 92.6 "single" 0.514 0.479
"594" 642086 4 101.3 "force_out" 0.586 0.562
"595" 598265 25 97.8 "field_out" 0.434 0.655
"596" 640461 8 105.9 "field_out" 0.689 0.664
"597" 543281 37 99.4 "field_out" 0.217 0.428
"598" 621433 73 98 "field_out" 0.02 0.023
"599" 664761 18 98.1 "sac_fly" 0.394 0.441
"600" 663624 -1 87 "single" 0.223 0.201
"601" 488726 1 98.8 "field_out" 0.406 0.365
"602" 666915 50 76.1 "field_out" 0.089 0.088
"603" 622761 -19 20.4 "sac_bunt" 0.303 0.326
"604" 663728 51 95.4 "field_out" 0.003 0.003
"605" 570482 9 83.7 "field_out" 0.463 0.423
"606" 457759 44 80.6 "field_out" 0.023 0.024
"607" 608348 36 81.4 "field_out" 0.026 0.027
"608" 670712 34 94.8 "field_out" 0.086 0.144
"609" 669289 -23 99.8 "force_out" 0.14 0.131
"610" 623993 -8 104.8 "field_out" 0.337 0.31
"611" 622110 -12 77.5 "field_out" 0.094 0.093
"612" 592696 -10 68.8 "field_out" 0.066 0.059
"613" 664702 43 89.6 "field_out" 0.006 0.007
"614" 669242 -16 92.3 "field_out" 0.151 0.146
"615" 666158 39 95.1 "field_out" 0.057 0.09
"616" 624585 32 97.2 "field_out" 0.223 0.413
"617" 669720 10 109 "single" 0.871 0.883
"618" 543760 21 95.4 "double" 0.226 0.266
"619" 453568 1 100.9 "field_out" 0.469 0.439
"620" 643396 15 89.9 "single" 0.94 0.911
"621" 596748 33 93.1 "field_out" 0.066 0.102
"622" 670032 -23 101.2 "field_out" 0.149 0.143
"623" 518792 1 75.8 "field_out" 0.131 0.118
"624" 666179 11 107.7 "single" 0.903 0.929
"625" 663616 -4 107.8 "single" 0.426 0.388
"626" 544725 -11 65.5 "field_out" 0.08 0.084
"627" 571657 6 88.7 "single" 0.446 0.412
"628" 623515 -15 84.4 "fielders_choice_out" 0.111 0.108
"629" 656541 67 89.9 "field_out" 0.014 0.018
"630" 605170 24 107.6 "home_run" 0.954 1.896
"631" 656555 6 104.5 "single" 0.58 0.54
"632" 543063 30 102.4 "field_out" 0.634 1.242
"633" 608336 -6 84.7 "field_out" 0.117 0.105
"634" 592325 -60 47.1 "field_out" 0.209 0.188
"635" 514888 -5 96.2 "field_out" 0.277 0.265
"636" 609275 23 78.2 "single" 0.786 0.775
"637" 608336 -2 75.4 "field_out" 0.103 0.093
"638" 542932 35 87.8 "field_out" 0.02 0.026
"639" 641531 -35 93.2 "field_out" 0.111 0.113
"640" 656582 44 95.5 "field_out" 0.017 0.025
"641" 642731 64 87.8 "field_out" 0 0
"642" 542340 4 90.5 "single" 0.377 0.339
"643" 596146 46 89.7 "field_out" 0.011 0.017
"644" 572191 -14 90.8 "field_out" 0.14 0.132
"645" 518692 19 102.1 "sac_fly" 0.451 0.575
"646" 596059 46 75.6 "field_out" 0.103 0.106
"647" 668800 8 83.8 "double" 0.457 0.442
"648" 672386 30 98.3 "field_out" 0.349 0.621
"649" 624513 -7 99 "field_out" 0.271 0.244
"650" 641531 3 102.9 "single" 0.546 0.522
"651" 666176 11 85.1 "field_out" 0.574 0.531
"652" 592626 55 95.9 "field_out" 0.011 0.014
"653" 660688 -28 79.3 "force_out" 0.04 0.036
"654" 628451 -35 85.3 "single" 0.069 0.065
"655" 519058 88 85.3 "field_out" 0.014 0.015
"656" 596115 78 75.7 "field_out" 0.006 0.005
"657" 592696 -14 93.5 "field_out" 0.163 0.15
"658" 641355 20 84.5 "single" 0.683 0.664
"659" 622534 41 92.3 "field_out" 0.009 0.008
"660" 666915 -6 64.1 "field_out" 0.106 0.106
"661" 681526 -5 97.7 "force_out" 0.274 0.247
"662" 429664 18 95.1 "single" 0.423 0.416
"663" 665506 50 95.7 "field_out" 0 0
"664" 592206 8 102 "single" 0.689 0.632
"665" 596146 2 103 "field_out" 0.509 0.475
"666" 622534 16 80.2 "single" 0.877 0.841
"667" 660271 -33 80.5 "single" 0.051 0.046
"668" 673548 21 107.8 "double" 0.871 1.484
"669" 543939 11 90.1 "single" 0.7 0.64
"670" 650402 3 100.3 "field_out" 0.471 0.424
"671" 621020 11 95.4 "double" 0.791 0.756
"672" 518626 30 89.3 "double" 0.06 0.072
"673" 595284 17 74.4 "field_out" 0.774 0.709
"674" 628450 -13 83.5 "field_out" 0.114 0.105
"675" 623205 20 106.7 "field_out" 0.757 1.136
"676" 595284 -6 82.6 "force_out" 0.129 0.117
"677" 676701 13 94.8 "single" 0.931 0.913
"678" 660636 -9 99.3 "force_out" 0.274 0.266
"679" 545350 64 53.5 "field_out" 0.009 0.008
"680" 543105 -11 90.2 "field_out" 0.171 0.185
"681" 650402 4 96.9 "force_out" 0.549 0.54
"682" 669256 23 88.9 "field_out" 0.214 0.227
"683" 444876 16 92.7 "double" 0.746 0.741
"684" 605137 31 57.5 "single" 0.437 0.393
"685" 543105 15 71.5 "field_out" 0.543 0.489
"686" 664702 -11 102.4 "field_out" 0.257 0.231
"687" 641470 17 91.1 "single" 0.78 0.776
"688" 641820 -23 90.2 "field_out" 0.097 0.089
"689" 656541 -6 108.2 "single" 0.429 0.423
"690" 545350 13 95.7 "single" 0.92 0.892
"691" 573262 -21 95.5 "field_out" 0.137 0.142
"692" 607208 20 67.7 "single" 0.746 0.671
"693" 572191 29 94.4 "field_out" 0.146 0.234
"694" 542194 21 90.9 "double" 0.26 0.255
"695" 519317 36 102.3 "field_out" 0.454 0.934
"696" 455117 7 95.4 "field_out" 0.517 0.466
"697" 543592 23 98 "field_out" 0.337 0.453
"698" 657077 25 108.6 "home_run" 0.977 1.979
"699" 622666 -11 98 "field_out" 0.22 0.2
"700" 608336 43 90.8 "field_out" 0.006 0.007
"701" 647351 45 68.1 "field_out" 0.309 0.311
"702" 519203 -11 96.4 "field_out" 0.2 0.192
"703" 606992 -33 99 "field_out" 0.106 0.095
"704" 670712 35 101.4 "field_out" 0.409 0.816
"705" 621550 -14 88.5 "field_out" 0.117 0.105
"706" 467793 26 99.9 "field_out" 0.534 0.87
"707" 641857 -13 77.7 "field_out" 0.086 0.084
"708" 527038 9 85 "force_out" 0.471 0.43
"709" 665120 -7 98.7 "single" 0.271 0.244
"710" 657041 30 77.8 "field_out" 0.223 0.216
"711" 596115 13 103.1 "single" 0.88 0.899
"712" 657557 0 100.3 "field_out" 0.429 0.413
"713" 542364 -74 39.1 "field_out" 0.174 0.157
"714" 664056 -69 44.5 "field_out" 0.203 0.183
"715" 643393 9 85.4 "field_out" 0.471 0.43
"716" 543333 -24 80.8 "single" 0.043 0.039
"717" 514888 18 94.6 "single" 0.423 0.416
"718" 645277 37 93.3 "field_out" 0.071 0.12
"719" 669289 15 92.8 "single" 0.874 0.881
"720" 663538 3 100.3 "field_error" 0.471 0.424
"721" 518792 26 89.8 "triple" 0.154 0.216
"722" 665161 33 102.7 "sac_fly" 0.597 1.203
"723" 621433 17 97.7 "single" 0.509 0.557
"724" 641487 -14 79.5 "field_out" 0.097 0.103
"725" 518626 24 108.5 "home_run" 0.974 1.951
"726" 641531 31 98.6 "field_out" 0.4 0.762
"727" 605119 28 97.5 "double" 0.38 0.637
"728" 456715 48 82.7 "field_out" 0.009 0.008
"729" 663886 -24 84.1 "field_out" 0.077 0.085
"730" 663662 -19 102 "force_out" 0.169 0.152
"731" 608369 47 83.7 "field_out" 0.003 0.003
"732" 521692 -6 94.9 "field_out" 0.24 0.219
"733" 521692 26 80 "field_out" 0.311 0.29
"734" 543063 2 77.7 "force_out" 0.183 0.165
"735" 594777 -61 59.8 "single" 0.266 0.256
"736" 663757 34 99.4 "home_run" 0.303 0.593
"737" 573131 33 96.6 "field_out" 0.197 0.364
"738" 543257 34 105.3 "field_out" 0.697 1.434
"739" 543760 34 95.8 "field_out" 0.134 0.247
"740" 675656 23 106.2 "double" 0.866 1.574
"741" 657077 -65 63.8 "field_out" 0.257 0.236
"742" 594807 4 103.7 "field_out" 0.543 0.502
"743" 663837 -22 110.2 "field_out" 0.183 0.167
"744" 543281 -1 102 "field_out" 0.391 0.352
"745" 656775 15 97.4 "field_out" 0.791 0.8
"746" 680911 12 104.7 "single" 0.857 0.856
"747" 679529 26 73.3 "single" 0.834 0.789
"748" 657557 -14 102.3 "field_out" 0.234 0.216
"749" 519317 11 114.7 "double" 0.8 0.832
"750" 596748 16 90.3 "single" 0.894 0.871
"751" 643217 53 47 "single" 0.054 0.049
"752" 663898 44 101.4 "field_out" 0.054 0.083
"753" 642133 -5 76.8 "grounded_into_double_play" 0.111 0.109
"754" 519317 35 92.8 "field_out" 0.057 0.085
"755" 666179 23 60.8 "single" 0.563 0.507
"756" 514917 -1 110.8 "field_out" 0.48 0.432
"757" 455117 31 73 "field_out" 0.54 0.523
"758" 624413 35 100.8 "field_out" 0.409 0.816
"759" 666176 11 99 "single" 0.877 0.854
"760" 502110 -15 71.1 "field_out" 0.049 0.044
"761" 676801 51 96.6 "field_out" 0.009 0.016
"762" 606466 -1 105.3 "double" 0.437 0.404
"763" 444876 19 85.9 "single" 0.703 0.68
"764" 650559 21 58.5 "force_out" 0.403 0.363
"765" 643524 -35 87 "field_out" 0.071 0.064
"766" 608348 -20 94.8 "force_out" 0.117 0.107
"767" 621550 20 101.5 "double" 0.483 0.627
"768" 664913 41 88.4 "field_out" 0.006 0.005
"769" 641355 3 101.2 "field_out" 0.54 0.524
"770" 663624 -5 90.7 "field_out" 0.166 0.149
"771" 650333 -2 100.1 "single" 0.351 0.326
"772" 500743 -15 86.8 "field_out" 0.109 0.1
"773" 672386 -2 107.7 "single" 0.463 0.429
"774" 656541 33 96.1 "field_out" 0.134 0.227
"775" 663837 8 99.9 "single" 0.671 0.622
"776" 518626 20 99.7 "field_out" 0.383 0.487
"777" 624413 -5 81.4 "grounded_into_double_play" 0.146 0.144
"778" 444489 45 76.5 "sac_fly" 0.109 0.114
"779" 544725 29 95 "field_out" 0.177 0.298
"780" 408234 -17 98.4 "field_out" 0.154 0.144
"781" 605131 82 70.6 "field_out" 0.006 0.005
"782" 572816 12 86.7 "single" 0.729 0.665
"783" 630105 0 80.3 "field_out" 0.194 0.193
"784" 676391 -14 94.2 "force_out" 0.166 0.149
"785" 665506 23 105.7 "home_run" 0.866 1.574
"786" 621532 -10 93.9 "field_out" 0.177 0.159
"787" 645302 6 105.6 "field_out" 0.609 0.587
"788" 606992 -22 52.9 "field_out" 0.094 0.09
"789" 600869 -55 83.1 "field_out" 0.22 0.223
"790" 666185 -44 65 "field_out" 0.163 0.148
"791" 643217 3 89.6 "single" 0.357 0.33
"792" 621035 13 100.4 "single" 0.891 0.878
"793" 542303 -26 103.1 "grounded_into_double_play" 0.137 0.127
"794" 641914 -23 93 "single" 0.089 0.08
"795" 545361 46 95.2 "field_out" 0.006 0.008
"796" 608385 29 89.1 "field_out" 0.071 0.086
"797" 467793 64 91 "field_out" 0.009 0.009
"798" 605119 26 67.1 "single" 0.911 0.85
"799" 518792 11 106.6 "single" 0.891 0.923
"800" 676391 1 104.6 "force_out" 0.44 0.396
"801" 641470 31 102.3 "home_run" 0.597 1.179
"802" 592348 19 81.5 "double" 0.917 0.887
"803" 573262 25 88.3 "field_out" 0.134 0.145
"804" 663616 27 101.4 "double" 0.62 1.108
"805" 682928 25 85.5 "field_out" 0.16 0.147
"806" 500743 -22 92.9 "field_out" 0.086 0.077
"807" 444876 2 60.5 "field_out" 0.151 0.14
"808" 641531 34 103.3 "home_run" 0.571 1.151
"809" 673357 22 95 "field_out" 0.206 0.255
"810" 660688 3 82.4 "force_out" 0.237 0.213
"811" 677951 37 92.7 "field_out" 0.071 0.12
"812" 669221 17 86.9 "double" 0.914 0.884
"813" 664761 43 92.8 "sac_fly" 0.003 0.003
"814" 662139 4 84.6 "single" 0.354 0.34
"815" 621035 43 87.4 "field_out" 0.011 0.015
"816" 408234 -25 76.6 "field_out" 0.034 0.031
"817" 622534 48 79.2 "field_out" 0.054 0.056
"818" 669374 25 83.5 "field_out" 0.197 0.192
"819" 641820 19 81.6 "single" 0.883 0.846
"820" 592669 62 85.2 "field_out" 0.009 0.008
"821" 593428 29 102.1 "home_run" 0.631 1.208
"822" 571970 53 86 "field_out" 0.011 0.01
"823" 623912 34 87.6 "sac_fly" 0.02 0.021
"824" 542303 -40 81.5 "field_out" 0.083 0.075
"825" 544369 55 79.6 "field_out" 0.043 0.04
"826" 444482 70 88.6 "field_out" 0.006 0.005
"827" 623912 17 103.6 "field_out" 0.509 0.606
"828" 664023 0 99.1 "field_out" 0.414 0.399
"829" 596103 16 75.7 "single" 0.763 0.71
"830" 592518 51 56.5 "field_out" 0.066 0.059
"831" 647304 10 106.5 "single" 0.82 0.81
"832" 641680 56 64.6 "field_out" 0.043 0.039
"833" 519203 5 86.4 "single" 0.426 0.432
"834" 665161 15 110.3 "double" 0.711 0.793
"835" 673548 -18 101.4 "single" 0.16 0.144
"836" 666185 7 87.1 "field_out" 0.477 0.463
"837" 606992 21 105.8 "double" 0.774 1.212
"838" 542194 9 87.4 "single" 0.454 0.409
"839" 572816 -25 74.8 "field_out" 0.026 0.023
"840" 656305 35 111.4 "home_run" 0.817 1.703
"841" 656582 12 105.5 "double" 0.857 0.856
"842" 641857 6 109.5 "single" 0.7 0.667
"843" 596019 50 55.1 "field_out" 0.066 0.059
"844" 669242 18 80.1 "single" 0.937 0.886
"845" 646240 -17 76.8 "field_out" 0.049 0.044
"846" 666971 14 101.1 "single" 0.771 0.784
"847" 571657 24 98 "field_out" 0.374 0.513
"848" 493329 -57 79.8 "field_out" 0.246 0.244
"849" 641432 34 80.1 "field_out" 0.043 0.042
"850" 623993 -7 94.7 "field_out" 0.226 0.206
"851" 676801 70 77.1 "field_out" 0.006 0.006
"852" 593160 -39 72.4 "field_out" 0.109 0.1
"853" 543685 14 101.4 "single" 0.771 0.784
"854" 665489 24 78 "field_out" 0.669 0.644
"855" 660636 -9 99.9 "single" 0.254 0.229
"856" 663624 50 98.8 "field_out" 0.006 0.006
"857" 592669 16 109.1 "double" 0.694 0.832
"858" 545358 -59 65.6 "field_out" 0.26 0.237
"859" 570731 -8 88.6 "force_out" 0.154 0.151
"860" 519203 -19 66.2 "field_out" 0.046 0.042
"861" 543305 6 96.1 "single" 0.549 0.532
"862" 500871 57 82.4 "field_out" 0.043 0.052
"863" 660634 -9 80.4 "field_out" 0.103 0.094
"864" 592206 9 83.8 "single" 0.463 0.423
"865" 664034 18 97.5 "field_out" 0.394 0.441
"866" 456715 -26 103.1 "field_out" 0.137 0.127
"867" 641680 58 90 "field_out" 0.009 0.009
"868" 666179 9 100.2 "single" 0.703 0.647
"869" 572228 70 88.9 "field_out" 0.006 0.005
"870" 669221 49 100.5 "field_out" 0.014 0.018
"871" 677951 -28 51.2 "single" 0.123 0.126
"872" 669256 -1 105.2 "field_out" 0.437 0.404
"873" 571771 14 91.8 "double" 0.943 0.92
"874" 623993 7 90.7 "single" 0.509 0.475
"875" 544369 11 99.4 "single" 0.877 0.854
"876" 673490 -15 76.4 "field_out" 0.06 0.054
"877" 474832 22 96.8 "field_out" 0.231 0.271
"878" 650391 -19 89.3 "single" 0.106 0.1
"879" 665506 16 100.9 "field_out" 0.566 0.598
"880" 643524 -33 64.6 "field_out" 0.054 0.049
"881" 650559 -23 77.3 "field_out" 0.031 0.028
"882" 656308 -8 102.4 "field_out" 0.266 0.239
"883" 630105 53 98.2 "field_out" 0.009 0.011
"884" 677551 17 104.2 "field_out" 0.509 0.606
"885" 571448 -30 80.7 "field_out" 0.051 0.051
"886" 516782 26 108.8 "home_run" 0.98 2.014
"887" 596748 53 65.6 "field_out" 0.094 0.085
"888" 541645 29 107.9 "home_run" 0.966 2.009
"889" 596146 -40 71.1 "field_out" 0.111 0.1
"890" 642708 -18 89.1 "field_out" 0.1 0.09
"891" 547989 34 99.8 "field_out" 0.377 0.749
"892" 571448 25 82.6 "double" 0.237 0.222
"893" 680757 46 82.3 "field_out" 0.014 0.015
"894" 605612 50 88.7 "field_out" 0.014 0.016
"895" 592450 15 94.9 "single" 0.817 0.826
"896" 660634 11 68.8 "single" 0.286 0.257
"897" 663656 6 99.5 "field_out" 0.651 0.611
"898" 641313 12 95.2 "single" 0.894 0.873
"899" 669242 -15 90 "field_out" 0.129 0.12
"900" 592696 -43 57.4 "field_out" 0.16 0.149
"901" 518735 -13 73 "single" 0.049 0.044
"902" 665742 5 90.2 "double" 0.394 0.355
"903" 660688 37 100.2 "field_out" 0.269 0.548
"904" 621493 26 105 "home_run" 0.911 1.818
"905" 666971 27 97.4 "field_out" 0.34 0.545
"906" 657041 73 75.1 "field_out" 0.003 0.003
"907" 665161 25 104.1 "triple" 0.834 1.554
"908" 457759 9 73.1 "grounded_into_double_play" 0.254 0.229
"909" 668227 -70 56.4 "single" 0.217 0.195
"910" 660636 44 87.7 "field_out" 0.006 0.005
"911" 642715 12 99.7 "single" 0.917 0.904
"912" 666182 42 78.7 "field_out" 0.034 0.031
"913" 663886 -9 97.6 "field_out" 0.251 0.238
"914" 443558 43 104.4 "field_out" 0.186 0.372
"915" 663993 4 106.9 "single" 0.574 0.54
"916" 660271 24 108 "home_run" 0.954 1.896
"917" 453568 17 84.4 "single" 0.951 0.928
"918" 656775 -15 80.1 "field_out" 0.071 0.064
"919" 547989 19 97.5 "field_out" 0.34 0.394
"920" 621458 -17 92.6 "grounded_into_double_play" 0.146 0.139
"921" 621438 60 99.2 "field_out" 0.02 0.028
"922" 621458 18 96.7 "single" 0.403 0.427
"923" 542583 35 82.4 "field_out" 0.029 0.038
"924" 663898 25 57.1 "field_out" 0.42 0.378
"925" 542583 -9 99.5 "single" 0.254 0.229
"926" 641432 -33 92.4 "field_out" 0.094 0.085
"927" 519203 -11 70.5 "field_out" 0.066 0.061
"928" 545361 25 100.8 "field_out" 0.56 0.884
"929" 476704 4 42.1 "field_out" 0.189 0.189
"930" 643446 13 94.7 "single" 0.931 0.913
"931" 643524 54 87.9 "field_out" 0.014 0.013
"932" 622666 8 98.2 "double" 0.634 0.583
"933" 624413 31 90.8 "field_out" 0.057 0.072
"934" 621566 0 98 "field_out" 0.397 0.376
"935" 663656 26 72.2 "single" 0.874 0.822
"936" 630105 -7 95.7 "field_out" 0.237 0.224
"937" 642727 27 102.3 "home_run" 0.7 1.3
"938" 547180 -4 106.3 "field_out" 0.389 0.35
"939" 573131 58 92.9 "field_out" 0.006 0.005
"940" 642180 -46 77.5 "field_out" 0.12 0.108
"941" 663647 18 101.5 "field_out" 0.4 0.455
"942" 642708 6 104 "double_play" 0.6 0.567
"943" 462101 -27 58.4 "field_out" 0.069 0.071
"944" 650490 -24 73.7 "fielders_choice_out" 0.026 0.023
"945" 641933 5 70.1 "grounded_into_double_play" 0.169 0.159
"946" 502054 30 93.5 "field_out" 0.134 0.22
"947" 641584 -23 77.9 "field_out" 0.029 0.026
"948" 642708 -14 80.9 "force_out" 0.091 0.082
"949" 668804 -26 72.7 "force_out" 0.034 0.031
"950" 575929 32 98.1 "field_out" 0.297 0.579
"951" 602104 32 98 "field_out" 0.297 0.579
"952" 642731 3 102.7 "field_out" 0.546 0.522
"953" 664702 -7 99.5 "field_out" 0.271 0.244
"954" 596019 61 86.4 "field_out" 0.014 0.015
"955" 665489 -39 86.8 "fielders_choice" 0.071 0.064
"956" 608671 8 67 "double_play" 0.203 0.183
"957" 622666 -16 86.9 "field_out" 0.1 0.09
"958" 664034 43 94.6 "field_out" 0.017 0.026
"959" 614177 27 91.8 "field_out" 0.129 0.165
"960" 543592 16 104.2 "field_out" 0.54 0.594
"961" 621566 0 82.6 "single" 0.197 0.177
"962" 663993 -2 104.5 "single" 0.377 0.339
"963" 572233 42 98.9 "field_out" 0.08 0.16
"964" 621532 -13 98.9 "field_out" 0.22 0.202
"965" 642715 55 92.6 "field_out" 0.006 0.005
"966" 543877 -8 100.3 "field_out" 0.28 0.267
"967" 593428 -17 80.9 "grounded_into_double_play" 0.071 0.065
"968" 660294 14 95.6 "field_out" 0.923 0.931
"969" 543068 13 106.9 "field_out" 0.806 0.841
"970" 542340 21 89.2 "single" 0.354 0.357
"971" 624428 12 90.4 "single" 0.82 0.794
"972" 542340 19 83.2 "single" 0.823 0.788
"973" 542932 22 86.3 "field_out" 0.354 0.337
"974" 677551 19 98.5 "field_out" 0.34 0.394
"975" 665489 47 99.2 "field_out" 0.009 0.008
"976" 542364 1 98.4 "field_out" 0.406 0.365
"977" 650333 -2 85.8 "field_out" 0.197 0.177
"978" 545361 47 103.5 "field_out" 0.063 0.114
"979" 641933 -14 65.4 "field_out" 0.043 0.039
"980" 608070 6 84.1 "single" 0.389 0.364
"981" 670032 27 94.2 "field_out" 0.163 0.223
"982" 621563 NA NA "field_out" NA NA
"983" 573262 69 85.9 "field_out" 0.006 0.005
"984" 664023 34 97.7 "field_out" 0.229 0.429
"985" 641645 -18 74.2 "field_out" 0.051 0.047
"986" 663647 3 97.4 "single" 0.506 0.493
"987" 602104 -9 101 "field_out" 0.263 0.237
"988" 571980 -40 79.6 "field_out" 0.091 0.083
"989" 664761 12 102.5 "single" 0.934 0.939
"990" 518735 44 93.1 "field_out" 0.003 0.003
"991" 462101 -16 83.5 "grounded_into_double_play" 0.109 0.113
"992" 666182 6 72 "field_out" 0.18 0.162
"993" 500871 56 84.9 "field_out" 0.02 0.02
"994" 641857 -17 55.7 "field_out" 0.077 0.071
"995" 640461 56 83.4 "field_out" 0.037 0.045
"996" 521692 -3 95.6 "field_out" 0.3 0.277
"997" 664056 17 108.2 "double" 0.669 0.836
"998" 642086 19 89.2 "single" 0.614 0.618
"999" 542194 24 97.4 "field_out" 0.3 0.392
"1000" 593871 41 89.2 "field_out" 0.006 0.005
"1001" 666969 -28 96.6 "field_out" 0.106 0.102
"1002" 643265 -16 67.7 "field_out" 0.04 0.036
"1003" 608070 17 97.7 "sac_fly" 0.509 0.557
"1004" 664056 39 94.6 "field_out" 0.057 0.09
"1005" 646240 19 93.6 "field_out" 0.349 0.342
"1006" 570731 54 65.6 "field_out" 0.074 0.067
"1007" 600869 22 100.2 "field_out" 0.374 0.482
"1008" 572233 -5 105 "field_out" 0.369 0.334
"1009" 643396 12 95.2 "single" 0.894 0.873
"1010" 663886 11 89.8 "single" 0.7 0.64
